item_id,category,product_type,brand,color,title,description,price,image_url
item_00028,sports,sports bottle,Apex,blue,Apex Blue Sports Bottle,"Apex Blue Sports Bottle designed for sports enthusiasts. This reliable sports bottle features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",854.86,https://images.unsplash.com/photo-1000000000028?auto=format&fit=crop&w=400&q=80
item_00029,books,history book,Nova,white,Nova White History Book,"Nova White History Book designed for books enthusiasts. This reliable history book features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",67.71,https://images.unsplash.com/photo-1000000000029?auto=format&fit=crop&w=400&q=80
item_00030,electronics,webcam,Apex,brown,Apex Brown Webcam,"Apex Brown Webcam designed for electronics enthusiasts. This reliable webcam features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",665.29,https://images.unsplash.com/photo-1000000000030?auto=format&fit=crop&w=400&q=80
item_00031,home,air purifier,Vertex,green,Vertex Green Air Purifier,"Vertex Green Air Purifier designed for home enthusiasts. This reliable air purifier features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",786.05,https://images.unsplash.com/photo-1000000000031?auto=format&fit=crop&w=400&q=80
item_00032,fashion,wrist watch,Lumina,red,Lumina Red Wrist Watch,"Lumina Red Wrist Watch designed for fashion enthusiasts. This reliable wrist watch features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",815.87,https://images.unsplash.com/photo-1000000000032?auto=format&fit=crop&w=400&q=80
item_00033,beauty,skin cleanser,Orion,white,Orion White Skin Cleanser,"Orion White Skin Cleanser designed for beauty enthusiasts. This reliable skin cleanser features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",32.47,https://images.unsplash.com/photo-1000000000033?auto=format&fit=crop&w=400&q=80
item_00034,sports,yoga mat,Nova,silver,Nova Silver Yoga Mat,"Nova Silver Yoga Mat designed for sports enthusiasts. This reliable yoga mat features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",467.25,https://images.unsplash.com/photo-1000000000034?auto=format&fit=crop&w=400&q=80
item_00035,books,cooking book,Atlas,white,Atlas White Cooking Book,"Atlas White Cooking Book designed for books enthusiasts. This reliable cooking book features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",506.02,https://images.unsplash.com/photo-1000000000035?auto=format&fit=crop&w=400&q=80
item_00036,electronics,tablet,Vertex,red,Vertex Red Tablet,"Vertex Red Tablet designed for electronics enthusiasts. This reliable tablet features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",451.68,https://images.unsplash.com/photo-1000000000036?auto=format&fit=crop&w=400&q=80
item_00037,home,bedding set,Vertex,red,Vertex Red Bedding Set,"Vertex Red Bedding Set designed for home enthusiasts. This reliable bedding set features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",308.49,https://images.unsplash.com/photo-1000000000037?auto=format&fit=crop&w=400&q=80
item_00038,fashion,backpack,Lumina,green,Lumina Green Backpack,"Lumina Green Backpack designed for fashion enthusiasts. This reliable backpack features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",96.76,https://images.unsplash.com/photo-1000000000038?auto=format&fit=crop&w=400&q=80
item_00039,beauty,perfume,Orion,black,Orion Black Perfume,"Orion Black Perfume designed for beauty enthusiasts. This reliable perfume features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",962.27,https://images.unsplash.com/photo-1000000000039?auto=format&fit=crop&w=400&q=80
item_00040,sports,cycling helmet,Summit,red,Summit Red Cycling Helmet,"Summit Red Cycling Helmet designed for sports enthusiasts. This reliable cycling helmet features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",273.2,https://images.unsplash.com/photo-1000000000040?auto=format&fit=crop&w=400&q=80
item_00041,books,cooking book,Atlas,brown,Atlas Brown Cooking Book,"Atlas Brown Cooking Book designed for books enthusiasts. This reliable cooking book features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",780.95,https://images.unsplash.com/photo-1000000000041?auto=format&fit=crop&w=400&q=80
item_00042,electronics,mechanical keyboard,Atlas,silver,Atlas Silver Mechanical Keyboard,"Atlas Silver Mechanical Keyboard designed for electronics enthusiasts. This reliable mechanical keyboard features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",279.51,https://images.unsplash.com/photo-1000000000042?auto=format&fit=crop&w=400&q=80
item_00043,home,storage organizer,Nova,black,Nova Black Storage Organizer,"Nova Black Storage Organizer designed for home enthusiasts. This reliable storage organizer features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",903.57,https://images.unsplash.com/photo-1000000000043?auto=format&fit=crop&w=400&q=80
item_00044,fashion,hoodie,Zenith,gray,Zenith Gray Hoodie,"Zenith Gray Hoodie designed for fashion enthusiasts. This reliable hoodie features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",312.89,https://images.unsplash.com/photo-1000000000044?auto=format&fit=crop&w=400&q=80
item_00045,beauty,shampoo,Nexa,green,Nexa Green Shampoo,"Nexa Green Shampoo designed for beauty enthusiasts. This reliable shampoo features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",185.0,https://images.unsplash.com/photo-1000000000045?auto=format&fit=crop&w=400&q=80
item_00046,sports,tennis racket,Nexa,black,Nexa Black Tennis Racket,"Nexa Black Tennis Racket designed for sports enthusiasts. This reliable tennis racket features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",722.26,https://images.unsplash.com/photo-1000000000046?auto=format&fit=crop&w=400&q=80
item_00047,books,psychology book,Lumina,red,Lumina Red Psychology Book,"Lumina Red Psychology Book designed for books enthusiasts. This reliable psychology book features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",631.03,https://images.unsplash.com/photo-1000000000047?auto=format&fit=crop&w=400&q=80
item_00048,electronics,smartphone,Pulse,black,Pulse Black Smartphone,"Pulse Black Smartphone designed for electronics enthusiasts. This reliable smartphone features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",93.59,https://images.unsplash.com/photo-1000000000048?auto=format&fit=crop&w=400&q=80
item_00049,home,bedding set,Atlas,red,Atlas Red Bedding Set,"Atlas Red Bedding Set designed for home enthusiasts. This reliable bedding set features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",51.19,https://images.unsplash.com/photo-1000000000049?auto=format&fit=crop&w=400&q=80
item_00050,fashion,hoodie,Zenith,white,Zenith White Hoodie,"Zenith White Hoodie designed for fashion enthusiasts. This reliable hoodie features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",153.07,https://images.unsplash.com/photo-1000000000050?auto=format&fit=crop&w=400&q=80
item_00051,beauty,perfume,Lumina,black,Lumina Black Perfume,"Lumina Black Perfume designed for beauty enthusiasts. This reliable perfume features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",591.76,https://images.unsplash.com/photo-1000000000051?auto=format&fit=crop&w=400&q=80
item_00052,sports,football,Vertex,blue,Vertex Blue Football,"Vertex Blue Football designed for sports enthusiasts. This reliable football features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",585.24,https://images.unsplash.com/photo-1000000000052?auto=format&fit=crop&w=400&q=80
item_00053,books,programming book,Zenith,blue,Zenith Blue Programming Book,"Zenith Blue Programming Book designed for books enthusiasts. This reliable programming book features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",595.0,https://images.unsplash.com/photo-1000000000053?auto=format&fit=crop&w=400&q=80
item_00054,electronics,mechanical keyboard,Nova,white,Nova White Mechanical Keyboard,"Nova White Mechanical Keyboard designed for electronics enthusiasts. This reliable mechanical keyboard features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",487.47,https://images.unsplash.com/photo-1000000000054?auto=format&fit=crop&w=400&q=80
item_00055,home,water bottle,Zenith,silver,Zenith Silver Water Bottle,"Zenith Silver Water Bottle designed for home enthusiasts. This reliable water bottle features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",91.89,https://images.unsplash.com/photo-1000000000055?auto=format&fit=crop&w=400&q=80
item_00056,fashion,denim jacket,Zenith,gray,Zenith Gray Denim Jacket,"Zenith Gray Denim Jacket designed for fashion enthusiasts. This reliable denim jacket features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",938.44,https://images.unsplash.com/photo-1000000000056?auto=format&fit=crop&w=400&q=80
item_00057,beauty,skin cleanser,Vertex,green,Vertex Green Skin Cleanser,"Vertex Green Skin Cleanser designed for beauty enthusiasts. This reliable skin cleanser features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",478.74,https://images.unsplash.com/photo-1000000000057?auto=format&fit=crop&w=400&q=80
item_00058,sports,football,Apex,brown,Apex Brown Football,"Apex Brown Football designed for sports enthusiasts. This reliable football features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",525.46,https://images.unsplash.com/photo-1000000000058?auto=format&fit=crop&w=400&q=80
item_00059,books,science fiction novel,Nexa,red,Nexa Red Science Fiction Novel,"Nexa Red Science Fiction Novel designed for books enthusiasts. This reliable science fiction novel features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",31.39,https://images.unsplash.com/photo-1000000000059?auto=format&fit=crop&w=400&q=80
item_00060,electronics,mechanical keyboard,Nexa,black,Nexa Black Mechanical Keyboard,"Nexa Black Mechanical Keyboard designed for electronics enthusiasts. This reliable mechanical keyboard features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",148.84,https://images.unsplash.com/photo-1000000000060?auto=format&fit=crop&w=400&q=80
item_00061,home,water bottle,Orion,green,Orion Green Water Bottle,"Orion Green Water Bottle designed for home enthusiasts. This reliable water bottle features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",117.48,https://images.unsplash.com/photo-1000000000061?auto=format&fit=crop&w=400&q=80
item_00062,fashion,backpack,Lumina,black,Lumina Black Backpack,"Lumina Black Backpack designed for fashion enthusiasts. This reliable backpack features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",662.82,https://images.unsplash.com/photo-1000000000062?auto=format&fit=crop&w=400&q=80
item_00063,beauty,perfume,Atlas,gray,Atlas Gray Perfume,"Atlas Gray Perfume designed for beauty enthusiasts. This reliable perfume features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",770.95,https://images.unsplash.com/photo-1000000000063?auto=format&fit=crop&w=400&q=80
item_00064,sports,cycling helmet,Vertex,green,Vertex Green Cycling Helmet,"Vertex Green Cycling Helmet designed for sports enthusiasts. This reliable cycling helmet features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",237.9,https://images.unsplash.com/photo-1000000000064?auto=format&fit=crop&w=400&q=80
item_00065,books,programming book,Apex,black,Apex Black Programming Book,"Apex Black Programming Book designed for books enthusiasts. This reliable programming book features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",559.29,https://images.unsplash.com/photo-1000000000065?auto=format&fit=crop&w=400&q=80
item_00066,electronics,portable speaker,Orion,blue,Orion Blue Portable Speaker,"Orion Blue Portable Speaker designed for electronics enthusiasts. This reliable portable speaker features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",810.16,https://images.unsplash.com/photo-1000000000066?auto=format&fit=crop&w=400&q=80
item_00067,home,kitchen scale,Summit,blue,Summit Blue Kitchen Scale,"Summit Blue Kitchen Scale designed for home enthusiasts. This reliable kitchen scale features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",953.36,https://images.unsplash.com/photo-1000000000067?auto=format&fit=crop&w=400&q=80
item_00068,fashion,backpack,Apex,green,Apex Green Backpack,"Apex Green Backpack designed for fashion enthusiasts. This reliable backpack features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",263.4,https://images.unsplash.com/photo-1000000000068?auto=format&fit=crop&w=400&q=80
item_00069,beauty,hair dryer,Summit,brown,Summit Brown Hair Dryer,"Summit Brown Hair Dryer designed for beauty enthusiasts. This reliable hair dryer features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",172.95,https://images.unsplash.com/photo-1000000000069?auto=format&fit=crop&w=400&q=80
item_00070,sports,resistance bands,Nova,blue,Nova Blue Resistance Bands,"Nova Blue Resistance Bands designed for sports enthusiasts. This reliable resistance bands features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",992.44,https://images.unsplash.com/photo-1000000000070?auto=format&fit=crop&w=400&q=80
item_00071,books,history book,Vertex,brown,Vertex Brown History Book,"Vertex Brown History Book designed for books enthusiasts. This reliable history book features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",751.11,https://images.unsplash.com/photo-1000000000071?auto=format&fit=crop&w=400&q=80
item_00072,electronics,webcam,Nexa,white,Nexa White Webcam,"Nexa White Webcam designed for electronics enthusiasts. This reliable webcam features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",523.66,https://images.unsplash.com/photo-1000000000072?auto=format&fit=crop&w=400&q=80
item_00073,home,water bottle,Zenith,blue,Zenith Blue Water Bottle,"Zenith Blue Water Bottle designed for home enthusiasts. This reliable water bottle features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",774.28,https://images.unsplash.com/photo-1000000000073?auto=format&fit=crop&w=400&q=80
item_00074,fashion,denim jacket,Lumina,red,Lumina Red Denim Jacket,"Lumina Red Denim Jacket designed for fashion enthusiasts. This reliable denim jacket features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",103.51,https://images.unsplash.com/photo-1000000000074?auto=format&fit=crop&w=400&q=80
item_00075,beauty,perfume,Atlas,gray,Atlas Gray Perfume,"Atlas Gray Perfume designed for beauty enthusiasts. This reliable perfume features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",269.83,https://images.unsplash.com/photo-1000000000075?auto=format&fit=crop&w=400&q=80
item_00076,sports,yoga mat,Summit,brown,Summit Brown Yoga Mat,"Summit Brown Yoga Mat designed for sports enthusiasts. This reliable yoga mat features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",131.52,https://images.unsplash.com/photo-1000000000076?auto=format&fit=crop&w=400&q=80
item_00077,books,business strategy book,Nova,silver,Nova Silver Business Strategy Book,"Nova Silver Business Strategy Book designed for books enthusiasts. This reliable business strategy book features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",161.74,https://images.unsplash.com/photo-1000000000077?auto=format&fit=crop&w=400&q=80
item_00078,electronics,fitness tracker,Vertex,blue,Vertex Blue Fitness Tracker,"Vertex Blue Fitness Tracker designed for electronics enthusiasts. This reliable fitness tracker features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",875.81,https://images.unsplash.com/photo-1000000000078?auto=format&fit=crop&w=400&q=80
item_00079,home,vacuum cleaner,Nova,white,Nova White Vacuum Cleaner,"Nova White Vacuum Cleaner designed for home enthusiasts. This reliable vacuum cleaner features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",317.21,https://images.unsplash.com/photo-1000000000079?auto=format&fit=crop&w=400&q=80
item_00080,fashion,wrist watch,Atlas,blue,Atlas Blue Wrist Watch,"Atlas Blue Wrist Watch designed for fashion enthusiasts. This reliable wrist watch features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",505.72,https://images.unsplash.com/photo-1000000000080?auto=format&fit=crop&w=400&q=80
item_00081,beauty,sunscreen,Zenith,white,Zenith White Sunscreen,"Zenith White Sunscreen designed for beauty enthusiasts. This reliable sunscreen features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",23.79,https://images.unsplash.com/photo-1000000000081?auto=format&fit=crop&w=400&q=80
item_00082,sports,dumbbell set,Apex,blue,Apex Blue Dumbbell Set,"Apex Blue Dumbbell Set designed for sports enthusiasts. This reliable dumbbell set features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",680.87,https://images.unsplash.com/photo-1000000000082?auto=format&fit=crop&w=400&q=80
item_00083,books,business strategy book,Summit,black,Summit Black Business Strategy Book,"Summit Black Business Strategy Book designed for books enthusiasts. This reliable business strategy book features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",511.26,https://images.unsplash.com/photo-1000000000083?auto=format&fit=crop&w=400&q=80
item_00084,electronics,tablet,Lumina,silver,Lumina Silver Tablet,"Lumina Silver Tablet designed for electronics enthusiasts. This reliable tablet features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",207.77,https://images.unsplash.com/photo-1000000000084?auto=format&fit=crop&w=400&q=80
item_00085,home,vacuum cleaner,Nexa,silver,Nexa Silver Vacuum Cleaner,"Nexa Silver Vacuum Cleaner designed for home enthusiasts. This reliable vacuum cleaner features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",718.24,https://images.unsplash.com/photo-1000000000085?auto=format&fit=crop&w=400&q=80
item_00086,fashion,running shoes,Atlas,silver,Atlas Silver Running Shoes,"Atlas Silver Running Shoes designed for fashion enthusiasts. This reliable running shoes features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",132.51,https://images.unsplash.com/photo-1000000000086?auto=format&fit=crop&w=400&q=80
item_00087,beauty,shampoo,Pulse,brown,Pulse Brown Shampoo,"Pulse Brown Shampoo designed for beauty enthusiasts. This reliable shampoo features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",403.59,https://images.unsplash.com/photo-1000000000087?auto=format&fit=crop&w=400&q=80
item_00088,sports,sports bottle,Orion,white,Orion White Sports Bottle,"Orion White Sports Bottle designed for sports enthusiasts. This reliable sports bottle features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",666.23,https://images.unsplash.com/photo-1000000000088?auto=format&fit=crop&w=400&q=80
